gene_id	gene_name	chr	start	end	strand	gene_biotype	logFC	logCPM	F	PValue	FDR	Change	JTEN007_Gpdh.het_Ldh.het_1	JTEN008_Gpdh.het_Ldh.het_2	JTEN009_Gpdh.het_Ldh.het_3	JTEN010_Gpdh.mut_Ldh.mut_1	JTEN011_Gpdh.mut_Ldh.mut_2	JTEN012_Gpdh.mut_Ldh.mut_3
FBgn0085296	CG34267	3L	500014	500451	-	protein_coding	2.78208145009862	2.24902966002765	114.58244863774	2.23349153844874e-05	0.000267818895786216	upregulated	0.863371587411127	1.78722050825505	0.844115242791971	8.09839778777939	7.66743487175529	8.08475958185433
FBgn0039470	CG6296	3R	27003236	27005469	-	protein_coding	2.77690332444158	7.7816644064892	1135.88640963225	1.45051081087949e-08	3.61210924718547e-06	upregulated	56.3009156211783	61.8877055067854	51.7255062666413	382.182080215589	384.981904910833	369.414175205738
FBgn0052640	CG32640	X	13178005	13178523	+	protein_coding	2.75767142978216	-0.972544518946708	10.6215008093432	0.0153292680349222	0.0333358655804116	upregulated	0	0.290942873436869	0	1.01229972347242	0.536720441022871	0.593376850044354
FBgn0031033	CG14219	X	19587348	19590170	-	protein_coding	2.75594145665508	2.89797199430674	24.5357817052336	0.00202264962711955	0.00674510501625541	upregulated	0.454406098637435	3.90694715758081	1.21927757292174	11.9918582626733	12.2678957948085	13.4622372853813
FBgn0040393	CG14265	X	3236130	3236686	-	protein_coding	2.75406251200266	6.0530626139238	636.447033429193	9.47415544122025e-08	9.90502343908632e-06	upregulated	19.3576998019548	17.996894885452	14.5375402925284	110.924688929728	111.56117738404	119.268746858915
FBgn0034480	CG16898	2R	20003620	20005003	-	protein_coding	2.74731152933392	4.28424703872147	628.258379402699	9.87916214637404e-08	9.96751479370727e-06	upregulated	4.27141732719189	5.15384518659596	5.76812082574513	32.121048917875	34.0050736562347	33.4887059743782
FBgn0051926	CG31926	2L	1495460	1497071	+	protein_coding	2.7413998585837	-1.15514292182542	24.6207226575259	0.00200417758090996	0.0067057808317706	upregulated	0	0.124689802901515	0.140685873798662	0.545084466485151	0.728406312816753	0.556290796916582
FBgn0263314	CG43400	2L	8490739	8491360	+	protein_coding	2.73372209386067	0.449404516685265	259.30990016158	1.69895467956558e-06	4.94358877956202e-05	upregulated	0.318084269046205	0.374069408704546	0.281371747597324	2.06353405169379	2.18521893845026	2.18807713453856
FBgn0039435	TwdlP	3R	26620608	26621364	-	protein_coding	2.7328440134195	5.47798310340596	971.809107571434	2.40615811963976e-08	4.60091806162546e-06	upregulated	10.9057463672985	13.1339925722929	11.1610793213605	75.3773947939466	74.4507926047439	78.8449489496436
FBgn0035022	CG11413	2R	24536190	24536791	+	protein_coding	2.72652950619635	3.14834528554485	95.5624053154017	3.91536037307325e-05	0.000392562536281539	upregulated	1.68130256495851	3.53287774887626	1.64133519431772	13.7049808716267	16.0632760563273	15.0940236230033
FBgn0262620	lncRNA:CR43144	2L	21657625	21658249	+	ncRNA	2.71898496252164	0.173472794159858	87.4626885347923	5.13865444744736e-05	0.000468295419772479	upregulated	0.363524878909948	0.24937960580303	0.187581165064882	2.10246865644273	1.72517284614494	1.40927001885534
FBgn0033821	CG10799	2R	13257886	13258477	+	protein_coding	2.71222630084271	4.36809762761887	1959.71673740423	2.46553923321921e-09	2.30882329306842e-06	upregulated	5.58919501324046	5.65260439820202	5.20537733055049	34.651798226556	34.2734338767462	36.3814181183445
FBgn0028583	lcs	X	21396727	21397316	-	protein_coding	2.70591693914503	5.79114574917025	389.239088083671	4.62462945707622e-07	2.17195316782334e-05	upregulated	18.0399221159062	14.0483844602374	12.4741474768147	89.9778715747989	91.6258467174758	102.060818207629
FBgn0003863	alphaTry	2R	11344260	11345119	-	protein_coding	2.70048630634365	7.18636102280149	1025.44549582215	2.02141000881672e-08	4.41739966824682e-06	upregulated	37.1249782586785	43.475177944995	37.0941753915805	244.003167961603	243.556068701307	259.491113735022
FBgn0023197	Jon74E	3L	17546739	17549127	-	protein_coding	2.68458727624251	8.9409764775732	304.382125867702	1.01790260379939e-06	3.62116314999463e-05	upregulated	112.692712462084	164.964609238705	123.381511321426	805.634841465054	846.829844411013	866.701061596035
FBgn0263321	CG43402	2L	1442627	1443832	+	protein_coding	2.67549911313183	0.950726283196156	122.418063784676	1.81803296790253e-05	0.00023095150394703	upregulated	0.590727928228666	0.290942873436869	0.609638786460868	3.42624521790666	2.83695090254946	3.00397030334954
FBgn0085483	CG34454	3L	231681	232350	-	protein_coding	2.67489196677489	1.9384010490748	427.105077595567	3.43076575872282e-07	1.91945874298901e-05	upregulated	1.0451340268661	1.0806449584798	0.891010534058191	6.65781741206863	6.47898246663322	5.78542428793245
FBgn0030929	CG15043	X	18493193	18494168	-	protein_coding	2.66825037653967	7.14154594059154	151.320170074864	9.36467116228195e-06	0.00015079232903115	upregulated	30.6269710481632	52.5775335568056	32.9204944688869	241.667091676667	236.233668398781	244.026229580741
FBgn0035620	CG5150	3L	5595542	5597422	+	protein_coding	2.66609510682114	6.86420184561569	341.93325067306	7.01120483366436e-07	2.80134258801783e-05	upregulated	31.9901893440755	38.1966429554975	25.8393054876875	194.828762163693	197.589796645134	203.009054821425
FBgn0038366	CG4576	3R	15825747	15830321	+	protein_coding	2.64799994533667	3.37899472997929	36.4778561071849	0.000681731080196035	0.00296024996218132	upregulated	1.72674317482225	5.27853498949748	1.40685873798662	17.8320489750142	16.3699734511976	18.2092520857361
FBgn0010388	Dro	2R	14745961	14746714	+	protein_coding	2.63597540334196	2.93951000216881	13.8685781902715	0.00842370799895393	0.0207597388383886	upregulated	0.999693417002358	4.90446558079293	0.234476456331103	12.8094849624011	12.7662790614726	12.8688604353369
FBgn0001089	Gal	2L	6003574	6006827	-	protein_coding	2.62684621840648	5.73545681580699	557.042334949915	1.45718194977722e-07	1.21902377486051e-05	upregulated	15.767891622719	12.34429048725	16.8823048558394	88.7319642228328	90.6674173585063	91.3800349068306
FBgn0025454	Cyp6g1	2R	12185667	12188431	+	protein_coding	2.59483509486278	4.92679997212307	1374.37981230065	7.81205100697833e-09	2.69863053335881e-06	upregulated	8.58827526424753	9.35173521761364	8.11288538905616	51.3936782686	49.7999894920506	52.5880233351809
FBgn0030985	Obp18a	X	19135081	19135868	-	protein_coding	2.59238696318748	-0.792325962404972	43.474203684724	0.000413106611194426	0.00206315636548171	upregulated	0.227203049318718	0.0415632676338384	0.140685873798662	0.778692094978787	0.805080661534306	0.852979221938759
FBgn0261675	Npc1b	X	20934869	20939503	+	protein_coding	2.59227758257675	4.90797274312537	1418.67844754409	7.04708213068828e-09	2.69863053335881e-06	upregulated	8.95180014315748	8.9776658089091	7.83151364145884	50.1477709166339	51.1417905946078	50.4370322537701
FBgn0036996	mag	3L	20460683	20462274	+	protein_coding	2.55230409809563	6.47406249737617	196.522722429582	4.10361046775864e-06	8.67822036459639e-05	upregulated	28.0822968957935	18.7450337028611	31.7950074784976	149.002732374191	150.550083706915	149.49388015805
FBgn0032772	CG17350	2L	19380930	19383093	+	protein_coding	2.5499973206061	-0.194443701235906	80.8837580906601	6.52495478773821e-05	0.000551453953173644	upregulated	0.272643659182461	0.166253070535354	0.234476456331103	1.59631879470651	1.18845240512207	1.11258159383316
FBgn0038484	CG5246	3R	17136111	17137195	+	protein_coding	2.54474061262329	5.56068959721836	846.298779811986	3.76695407624203e-08	6.16456470771702e-06	upregulated	13.995707838033	12.34429048725	15.4754461178528	75.2605909796998	79.8946713636902	82.7389845280596
FBgn0085307	CG34278	3R	17120465	17120808	+	protein_coding	2.54245835830811	5.54960600934729	99.8650623071239	3.41849641598619e-05	0.000359933722933925	upregulated	13.9048266183055	18.7034704352273	8.76941946678325	77.4019942408915	77.2110691585758	81.4409726685876
FBgn0038756	CG4783	3R	19948443	19948907	+	protein_coding	2.5300857286497	4.2903420731084	404.20433682495	4.09633526460156e-07	2.02136212043103e-05	upregulated	4.77126403569307	6.48386975087879	6.09638786460868	32.2767873368707	30.4780536152273	35.2688365245113
FBgn0050360	Mal-A6	2R	8465158	8467595	+	protein_coding	2.52494767845674	7.98986289083985	1858.95386089244	2.92728970184685e-09	2.30882329306842e-06	upregulated	75.1587687146318	79.9261636598712	73.2035496665703	420.221189055303	419.370350310656	442.770388292472
FBgn0036563	CG13075	3L	16083993	16085264	+	protein_coding	2.52246896608379	8.15066462280873	138.315873704559	1.24146393371634e-05	0.000178498892174179	upregulated	79.0666611629138	113.218341034576	62.933480879268	469.161987224719	481.093201028286	482.934583829849
FBgn0033659	Damm	2R	11864112	11866383	-	protein_coding	2.51864031311147	2.35064240474512	548.576969281599	1.53103192723605e-07	1.2536476495098e-05	upregulated	1.49954012550354	1.33002456428283	1.64133519431772	8.72135146376242	7.93579509226673	8.34436195374873
FBgn0033297	Mal-A8	2R	8471954	8473961	+	protein_coding	2.50946379182366	7.15167559362212	1511.37012981819	5.73720430882303e-09	2.69863053335881e-06	upregulated	42.168885953554	45.7611576648561	40.8457986928781	234.58099361236	244.284475014124	236.794449220825
FBgn0031277	CG13947	2L	779173	779655	+	protein_coding	2.50922144515491	5.03631232628786	860.808869108941	3.56507553615412e-08	6.10805710420471e-06	upregulated	9.40620624179491	10.9311393876995	9.23837237944545	52.4838472015703	54.0554158458748	58.0396731449634
FBgn0052107	CG32107	3L	12857282	12861305	-	protein_coding	2.49214566271703	3.48852189192682	625.124350821338	1.00401491280248e-07	9.96751479370727e-06	upregulated	3.22628330032579	3.69913081941162	3.188879806103	19.8566484219591	17.1367169383731	18.6913707763972
FBgn0085452	CG34423	2R	23358612	23359204	+	protein_coding	2.49004962644152	2.79534131968755	193.73080118265	4.29394791377539e-06	8.98273583676842e-05	upregulated	2.13570866359595	1.49627763481818	2.62613631090835	11.4467737961882	10.5427229486635	12.1642254259093
FBgn0261560	Thor	2L	3478434	3479612	+	protein_coding	2.4896601937784	7.67450367734513	1280.55643119871	9.82878135982384e-09	2.69863053335881e-06	upregulated	62.2536355133287	66.5427914817753	58.4784282089771	326.310922400861	349.05997253666	351.279095226258
FBgn0262794	CG43175	3R	17630717	17645262	+	protein_coding	2.47552487642056	4.10027599551771	156.656004213634	8.3977513009304e-06	0.000140285680078569	upregulated	3.81701122855446	6.85793915958334	4.97090087421938	29.4345611901982	26.9510335742199	28.96420749279
FBgn0265835	CG44624	2R	20234995	20235345	+	protein_coding	2.45223691628145	-0.359860138344999	57.4313923785344	0.000182828742362594	0.00114621204520999	upregulated	0.227203049318718	0.24937960580303	0.140685873798662	0.973365118723484	1.45681262563351	0.964237381322076
FBgn0040759	CG13177	2R	12163675	12164896	+	protein_coding	2.44654504150618	3.69535310755673	149.193622359473	9.7905035605777e-06	0.0001550838936785	upregulated	2.99908025100707	5.36166152476515	3.61093742749898	20.1291906552017	22.1588867793728	21.80659923913
FBgn0036588	CG13068	3L	16269392	16269911	+	protein_coding	2.44209791885402	3.28929857424962	9.06185181233674	0.021390083100706	0.0437777159484632	upregulated	2.40835232277841	0.0415632676338384	6.79981723360198	15.1066266425885	15.0281723486404	17.9496497138417
FBgn0266926	lncRNA:CR45377	2R	11704755	11706222	-	ncRNA	2.43656458534759	-1.19883491809866	53.7499163004559	0.000222416611258422	0.00132460348907407	upregulated	0.136321829591231	0.0831265352676768	0.0937905825324412	0.467215256987273	0.6517319640992	0.593376850044354
FBgn0267164	asRNA:CR45604	X	11089231	11095143	-	ncRNA	2.43189002846064	-0.916187739254217	31.8558774731778	0.000995884704931691	0.0039379370090135	upregulated	0.0908812197274871	0.24937960580303	0.0468952912662206	0.700822885480909	0.766743487175529	0.704635009427671
FBgn0031732	CG11149	2L	5718121	5720899	-	protein_coding	2.4293992149399	3.31436418375089	1048.90416965168	1.87840217912479e-08	4.27955968809962e-06	upregulated	2.95363964114333	3.20037160780556	3.14198451483678	16.3525339945545	16.7916823691441	15.7986586324309
FBgn0033729	Cpr49Af	2R	12405932	12407045	+	protein_coding	2.41969284870049	4.24583650218562	59.3121218294513	0.000166133623433901	0.00107554947988525	upregulated	3.18084269046205	5.90198400400505	8.91010534058191	30.5247301231685	31.4364829741967	31.9310917430118
FBgn0085310	CG34281	3R	17612887	17613404	+	protein_coding	2.41767876217734	-0.574356225175705	73.0533410882861	8.88877061391089e-05	0.000685385643187795	upregulated	0.181762439454974	0.124689802901515	0.234476456331103	0.895495909225606	0.843417835893082	1.11258159383316
FBgn0035626	lin-28	3L	5654681	5657384	+	protein_coding	2.41614404276796	-0.0684922986704223	85.4630602149499	5.51545009260509e-05	0.000491343091444387	upregulated	0.181762439454974	0.374069408704546	0.234476456331103	1.51844958520864	1.41847545127473	1.29801185947202
FBgn0032860	CG15130	2L	20423106	20424660	-	protein_coding	2.40868051645819	0.956102547886253	287.839431522862	1.21719922609241e-06	4.04775444503029e-05	upregulated	0.545287318364923	0.540322479239899	0.656534077727088	3.11476837991515	2.87528807690824	3.07814240960509
FBgn0011822	Pgcl	X	436139	437448	-	protein_coding	2.39937049173211	4.43929161907145	337.749182054861	7.29363739146467e-07	2.86081572116497e-05	upregulated	6.31624477106035	8.31265352676768	6.1432831558749	33.0944140365985	37.0337104305781	37.1602252340277
FBgn0085482	CG34453	3L	232480	233351	-	protein_coding	2.39838210979299	-0.396185139570247	45.8810174097596	0.000353462628942415	0.00185079600523979	upregulated	0.136321829591231	0.124689802901515	0.375162330129765	1.12910353771924	1.11177805640452	1.03840948757762
FBgn0031248	CG11912	2L	318362	319259	-	protein_coding	2.39714511031581	5.48612172864575	615.254604123398	1.05700710762121e-07	1.01861230540956e-05	upregulated	13.3595392999406	16.2928009124647	13.5527391759377	72.0290187855378	71.6138417021944	78.770776843388
FBgn0040256	Ugt86Dd	3R	11126597	11128328	-	protein_coding	2.39457159952405	5.13422949615164	1731.71200405892	3.68628356309582e-09	2.30882329306842e-06	upregulated	12.041761613892	10.7233230495303	11.1610793213605	58.9859261946431	56.1639604356075	58.8555663137744
FBgn0052572	CG32572	X	16721183	16726948	+	protein_coding	2.38826258001418	1.10132346892479	109.634392147217	2.56141161140349e-05	0.000294603604026945	upregulated	0.908812197274871	0.623449014507576	0.422057621395985	3.54304903215348	3.18198547177845	3.33774478149949
FBgn0038083	CG5999	3R	12741958	12743680	-	protein_coding	2.38153349154489	4.26417272160408	1372.85236493944	7.84031990013650e-09	2.69863053335881e-06	upregulated	5.95271989215041	6.15136360980808	6.51844548600466	30.5636647279174	30.9764368818914	33.1920175493561
FBgn0033301	CG12780	2R	8551859	8552290	-	protein_coding	2.37902088219175	-0.604359363706674	66.926594039518	0.000115760813896913	0.000829430456939003	upregulated	0.181762439454974	0.166253070535354	0.187581165064882	0.739757490229848	0.881755010251859	1.14966764696094
FBgn0051826	CG31826	2L	15771263	15773113	-	protein_coding	2.3734844631511	-0.174629754170673	46.1053344382522	0.000348493091247983	0.00183464307821209	upregulated	0.136321829591231	0.374069408704546	0.234476456331103	1.01229972347242	1.57182414870984	1.29801185947202
FBgn0052368	CG32368	3L	7915437	7915846	+	protein_coding	2.36689481424337	0.699440797846464	85.2535127947161	5.55699960311665e-05	0.00049463301537966	upregulated	0.590727928228666	0.290942873436869	0.609638786460868	2.84222614667257	2.37690481024414	2.2622492407941
FBgn0031276	CG12506	2L	773547	774017	+	protein_coding	2.35464543974885	0.466412434495625	159.66500394942	7.90959154665397e-06	0.000136007541739349	upregulated	0.454406098637435	0.374069408704546	0.422057621395985	2.29714168018742	1.80184719486249	2.18807713453856
FBgn0035619	CG10592	3L	5592741	5595272	-	protein_coding	2.34343050784786	7.18029678798463	428.535324740212	3.39404744658376e-07	1.91281368726415e-05	upregulated	45.7586941327898	56.2766643762172	42.6278197609945	240.148642091458	237.920504070567	238.908354249108
FBgn0050413	CG30413	2R	23329543	23330068	-	protein_coding	2.34220605172899	4.4996036153248	208.004593744968	3.42726585855747e-06	7.67764912414925e-05	upregulated	7.45226001765394	5.69416766583586	9.37905825324412	35.313686507288	38.0304769639063	37.7906881371998
FBgn0027586	CG5867	2L	13236494	13239297	+	protein_coding	2.33039275971613	1.02928227206794	137.943317719718	1.25199538074963e-05	0.000178990207437478	upregulated	0.63616853809241	0.457195943972222	0.844115242791971	2.99796456566833	3.22032264613722	3.26357267524395
FBgn0261997	CG42815	3L	17791079	17791486	-	protein_coding	2.32452488422734	6.62834110849977	38.9064844613671	0.000567864342337513	0.00258002514108016	upregulated	21.0390023669133	54.4063173326945	23.9165985457725	152.662585220591	154.767172886381	180.571992679123
FBgn0263081	CG43349	2L	1200205	1200663	+	protein_coding	2.31965132765894	5.38358927777849	341.313199601343	7.0521464964227e-07	2.80722619641986e-05	upregulated	11.7236773448458	16.459053983	13.8810062148013	67.6294084489077	67.6267755688817	70.0184683052338
FBgn0050334	CG30334	2R	12440633	12441320	-	protein_coding	2.31229859232649	0.112903515360655	114.12446115323	2.26145186167697e-05	0.000270543294182381	upregulated	0.408965488773692	0.332506141070707	0.234476456331103	1.63525339945545	1.68683567178616	1.48344212511089
