Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type
FBgn0003687	Tbp	2R	21686192	21687642	-1	protein_coding
FBgn0263494	CR43483	3L	9385646	9386112	-1	pseudogene
FBgn0262355	lncRNA:CR43053	2L	16944723	16945374	-1	ncRNA
FBgn0267036	lncRNA:CR45480	X	2269996	2270507	1	ncRNA
FBgn0039696	Rnb	3R	29795697	29799354	-1	protein_coding
FBgn0011960	tRNA:Arg-ACG-1-9	3R	8140727	8140799	-1	tRNA
FBgn0266143	asRNA:CR44849	2L	14019395	14020325	1	ncRNA
FBgn0267508	28SrRNA-Psi:CR45848	rDNA	4492	5312	-1	pseudogene
FBgn0085424	nub	2L	12587625	12628135	1	protein_coding
FBgn0267072	lncRNA:CR45516	X	4805459	4805683	-1	ncRNA
FBgn0263445	asRNA:CR43468	2R	12875164	12877280	1	ncRNA
FBgn0051139	CG31139	3R	22747690	22749056	-1	protein_coding
FBgn0262008	CG42826	3L	10099357	10100881	-1	protein_coding
FBgn0266699	asRNA:CR45189	3R	30781178	30783645	-1	ncRNA
FBgn0039205	CG13623	3R	24529773	24530558	-1	protein_coding
FBgn0286035	sisRNA:CR46357	3R	9630255	9630440	-1	ncRNA
FBgn0266944	lncRNA:CR45395	3L	15457491	15457878	1	ncRNA
FBgn0032444	CCT4	2L	12690336	12692934	-1	protein_coding
FBgn0265147	lncRNA:CR44216	2L	14241071	14241732	1	ncRNA
FBgn0029863	CG3823	X	6303975	6306745	1	protein_coding
FBgn0267615	lncRNA:CR45953	3L	21398317	21398941	1	ncRNA
FBgn0039883	RhoGAP100F	3R	31812609	31846570	1	protein_coding
FBgn0262852	CR43216	X	11587283	11589173	1	pseudogene
FBgn0267913	lncRNA:CR46194	2R	12169558	12171706	-1	ncRNA
FBgn0037126	CG14567	3L	21737706	21738430	-1	protein_coding
FBgn0020617	Rx	2R	20916753	20937030	1	protein_coding
FBgn0032602	ppk17	2L	16758184	16760554	-1	protein_coding
FBgn0266253	lncRNA:CR44948	3R	25496078	25496478	-1	ncRNA
FBgn0038439	Cad89D	3R	16484566	16495422	-1	protein_coding
FBgn0025874	Meics	3L	13962658	13964702	-1	protein_coding
FBgn0050486	CG30486	2R	12848034	12848993	-1	protein_coding
FBgn0266029	lncRNA:CR44794	2L	5564811	5565755	-1	ncRNA
FBgn0032519	CG16957	2L	13395360	13396184	-1	protein_coding
FBgn0030389	CG15927	X	12454729	12455683	1	protein_coding
FBgn0266907	asRNA:CR45367	2L	355663	356891	1	ncRNA
FBgn0082946	snoRNA:Me28S-A2634a	3L	1666892	1666964	-1	snoRNA
FBgn0030122	Aladin	X	9273413	9275653	1	protein_coding
FBgn0032004	CG8292	2L	8216851	8218017	-1	protein_coding
FBgn0039844	CG1607	3R	31382109	31391893	1	protein_coding
FBgn0031959	spz3	2L	7873495	7879552	-1	protein_coding
FBgn0037044	CG10585	3L	21027915	21030141	1	protein_coding
FBgn0264376	lncRNA:CR43828	2L	19919845	19921926	1	ncRNA
FBgn0031114	cactin	X	20424069	20426402	1	protein_coding
FBgn0265921	lncRNA:CR44710	X	20758489	20759626	1	ncRNA
FBgn0259870	Su(Ste):CR42439	211000022279165	14	1118	-1	ncRNA
FBgn0032705	Grip71	2L	18708846	18711297	1	protein_coding
FBgn0267529	asRNA:CR45869	3L	8183583	8183998	1	ncRNA
FBgn0035176	CG13905	3L	902898	903810	1	protein_coding
FBgn0039529	CG5612	3R	27623359	27626011	-1	protein_coding
FBgn0036112	CG14147	3L	10972648	10973476	1	protein_coding
FBgn0266628	asRNA:CR45135	2R	10541595	10541995	1	ncRNA
FBgn0027330	l(1)G0020	X	8716713	8720277	-1	protein_coding
FBgn0032925	CG9246	2L	21163641	21166090	1	protein_coding
FBgn0067628	CG33331	3R	14886456	14887739	1	protein_coding
FBgn0052580	Muc14A	X	16009114	16061722	1	protein_coding
FBgn0263072	CG43347	X	10602641	10620190	-1	protein_coding
FBgn0259168	mnb	X	17862697	17887222	-1	protein_coding
FBgn0033485	RpLP0-like	2R	10098518	10099590	-1	protein_coding
FBgn0053764	CG33764	3L	4266789	4267503	-1	protein_coding
FBgn0052699	LPCAT	X	9571537	9579987	-1	protein_coding
FBgn0266026	lncRNA:CR44791	2L	3389348	3389753	1	ncRNA
FBgn0033554	Lsm10	2R	10821098	10821640	-1	protein_coding
FBgn0004594	Eig71Eg	3L	15657628	15658149	1	protein_coding
FBgn0035263	CG12035	3L	1724390	1725647	1	protein_coding
FBgn0010114	hig	2R	9227785	9247249	-1	protein_coding
FBgn0038373	CG4546	3R	15846534	15848436	1	protein_coding
FBgn0035309	CG15879	3L	2167550	2169108	-1	protein_coding
FBgn0250785	vari	2L	20788662	20797042	-1	protein_coding
FBgn0264897	CG44088	3R	4774516	4775053	-1	protein_coding
FBgn0037594	Or85d	3R	8552608	8553968	1	protein_coding
FBgn0262403	mir-278	2R	15657066	15657163	1	pre_miRNA
FBgn0267256	lncRNA:CR45692	2L	10657627	10658031	1	ncRNA
FBgn0034281	CG14490	2R	17860760	17861591	1	protein_coding
FBgn0027588	GCS2alpha	X	21600502	21605264	-1	protein_coding
FBgn0032864	CG2493	2L	20461585	20463444	-1	protein_coding
FBgn0265531	asRNA:CR44381	X	2065455	2066106	1	ncRNA
FBgn0011933	tRNA:Asn-GTT-1-4	2R	6162023	6162096	-1	tRNA
FBgn0038028	CG10035	3R	12380869	12382691	-1	protein_coding
FBgn0052453	CG32453	3L	22697230	22697970	1	protein_coding
FBgn0261283	SREBP	3L	19793935	19798979	1	protein_coding
FBgn0034224	insb	2R	17475214	17476272	-1	protein_coding
FBgn0001986	Mtr4	2L	15752263	15755900	1	protein_coding
FBgn0086443	AsnRS	2L	19129469	19131954	-1	protein_coding
FBgn0038202	CG12402	3R	14104488	14108321	-1	protein_coding
FBgn0034808	CG9896	2R	22993669	22998884	-1	protein_coding
FBgn0032585	CG4580	2L	16488148	16490182	1	protein_coding
FBgn0003068	per	X	2685580	2692780	1	protein_coding
FBgn0267506	pre-rRNA:CR45846	rDNA	55104	59294	1	rRNA
FBgn0002632	E(spl)m6-BFM	3R	26032911	26034047	1	protein_coding
FBgn0051963	tRNA:Trp-CCA-2-1	2L	4418977	4419048	-1	tRNA
FBgn0085569	CG41242	2R	3363857	3364402	-1	protein_coding
FBgn0050316	tRNA:Arg-ACG-1-4	2R	6171687	6171759	1	tRNA
FBgn0032848	nesd	2L	20093972	20096253	1	protein_coding
FBgn0019949	Cdk9	2R	22636063	22637727	-1	protein_coding
FBgn0286005	mir-11182	2R	18180151	18180205	-1	pre_miRNA
FBgn0011276	HLH3B	X	2680199	2681723	-1	protein_coding
FBgn0025676	CkIIalpha-i3	3L	708601	710607	-1	protein_coding
FBgn0259795	loopin-1	2R	16534943	16537086	1	protein_coding
FBgn0003256	rl	2R	1071462	1125927	1	protein_coding
FBgn0010295	ng3	X	3241491	3242084	-1	protein_coding
FBgn0053378	5SrRNA:CR33378	2R	19756879	19757013	-1	rRNA
FBgn0053792	CG33792	2R	12632674	12633454	1	protein_coding
FBgn0033876	Syngr	2R	13841761	13846255	-1	protein_coding
FBgn0038385	Fbxl7	3R	15920898	15932887	1	protein_coding
FBgn0003944	Ubx	3R	16656623	16734426	-1	protein_coding
FBgn0047351	CG31468	3R	23699328	23700354	-1	protein_coding
FBgn0035469	CG14977	3L	3896900	3897498	1	protein_coding
FBgn0085466	CG34437	3R	28283719	28284725	1	protein_coding
FBgn0039532	Mtl	3R	27636412	27639871	1	protein_coding
FBgn0027550	CG6495	2L	10761116	10764971	1	protein_coding
FBgn0050295	Ipk1	2R	20870791	20879145	1	protein_coding
FBgn0038938	CG7084	3R	22298805	22304420	1	protein_coding
FBgn0001086	fzy	2L	16310956	16313097	1	protein_coding
FBgn0011850	tRNA:Glu-TTC-1-4	2R	19726142	19726213	-1	tRNA
FBgn0001291	Jra	2R	10096480	10098556	1	protein_coding
FBgn0004901	Prat	3R	7909598	7911779	-1	protein_coding
FBgn0030418	CG4004	X	12744212	12749785	1	protein_coding
FBgn0037758	CG9467	3R	9797769	9801026	-1	protein_coding
FBgn0030512	Nadsyn	X	13684380	13718285	-1	protein_coding
FBgn0040487	BobA	3L	14945499	14946125	-1	protein_coding
FBgn0042104	CG18747	3R	7780884	7783446	-1	protein_coding
FBgn0052850	CG32850	4	314923	331387	1	protein_coding
FBgn0263590	asRNA:CR43615	X	7872827	7873640	1	ncRNA
FBgn0265426	lncRNA:CR44338	3R	7263440	7264292	1	ncRNA
FBgn0034186	CG8950	2R	17059331	17062634	-1	protein_coding
FBgn0045468	Gr93d	3R	21845454	21846659	-1	protein_coding
FBgn0265140	Meltrin	3R	14664907	14697292	-1	protein_coding
FBgn0259932	CG42455	3L	9972312	9974023	1	protein_coding
FBgn0267264	lncRNA:CR45700	2L	19322938	19326106	1	ncRNA
FBgn0039226	Ude	3R	24797460	24799668	-1	protein_coding
FBgn0036502	CG7841	3L	15505188	15508252	-1	protein_coding
FBgn0261998	CG42816	3L	17792088	17797594	-1	protein_coding
FBgn0262109	lncRNA:CR42862	3L	224106	230964	1	ncRNA
FBgn0082948	snoRNA:Me18S-U1356b	3L	20454246	20454324	1	snoRNA
FBgn0041781	SCAR	2L	10976772	10982395	1	protein_coding
FBgn0030525	CG10996	X	13796389	13797638	-1	protein_coding
FBgn0038550	CG17801	3R	17805679	17807085	-1	protein_coding
FBgn0051368	CG31368	3R	11882790	11892382	1	protein_coding
FBgn0030658	CG7872	X	15578205	15579857	1	protein_coding
FBgn0036879	Cpr76Bb	3L	19519649	19520419	1	protein_coding
FBgn0039890	CG2316	4	184076	193829	-1	protein_coding
FBgn0032067	LManIV	2L	8769159	8772344	-1	protein_coding
FBgn0038549	CG17802	3R	17803225	17805249	-1	protein_coding
FBgn0263830	CG40486	X	22958856	22960091	-1	protein_coding
FBgn0266579	tau	3R	27639886	27656996	-1	protein_coding
FBgn0036984	CG13248	3L	20407103	20410566	-1	protein_coding
FBgn0051281	Tpl94D	3R	22966284	22967842	1	protein_coding
FBgn0014028	SdhB	2R	6807626	6809172	1	protein_coding
FBgn0030590	CG9518	X	14862989	14871181	-1	protein_coding
FBgn0034511	GNBP-like3	2R	20526311	20526825	1	protein_coding
FBgn0267871	CR46159	Y	3071943	3072466	1	pseudogene
FBgn0044810	TotX	3R	20904917	20905518	-1	protein_coding
FBgn0025383	CG14780	X	1472522	1473727	1	protein_coding
FBgn0000289	cg	2R	14173693	14182838	1	protein_coding
FBgn0267142	lncRNA:CR45582	3R	12244989	12245353	1	ncRNA
FBgn0038405	CG8927	3R	16181020	16186235	1	protein_coding
FBgn0040512	zetaCOP	3L	16671664	16673555	-1	protein_coding
FBgn0261788	Ank2	3L	7655389	7718395	-1	protein_coding
FBgn0031929	CG18585	2L	7689311	7691061	-1	protein_coding
FBgn0266966	lncRNA:CR45417	3L	6728201	6728701	1	ncRNA
FBgn0039078	CG4374	3R	23408684	23472278	-1	protein_coding
FBgn0036935	CG14186	3L	20098084	20103827	-1	protein_coding
FBgn0041605	cpx	3R	4280221	4304604	1	protein_coding
FBgn0263442	asRNA:CR43465	2L	5969859	5971025	-1	ncRNA
FBgn0033365	CG8170	2R	9019032	9031045	-1	protein_coding
FBgn0285992	hpRNA:CR46342	X	4921677	4928133	-1	ncRNA
FBgn0039315	CG13658	3R	25287474	25288930	1	protein_coding
FBgn0003267	ro	3R	26876771	26881171	-1	protein_coding
FBgn0053413	5SrRNA:CR33413	2R	19743995	19744129	-1	rRNA
FBgn0263517	mir-4976	2R	6835533	6835635	-1	pre_miRNA
FBgn0267169	lncRNA:CR45609	X	18311395	18311926	-1	ncRNA
FBgn0005779	PpD6	2L	3109672	3110998	1	protein_coding
FBgn0003008	or	2R	23967939	23968943	1	protein_coding
FBgn0034705	CG11170	2R	22177419	22182879	-1	protein_coding
FBgn0086062	snoRNA:Me28S-C788b	3L	827075	827144	-1	snoRNA
FBgn0265845	lncRNA:CR44634	2R	20136959	20137162	-1	ncRNA
FBgn0039927	CG11155	4	1126602	1137919	1	protein_coding
FBgn0265677	lncRNA:CR44484	2L	3268269	3268646	1	ncRNA
FBgn0035070	CG3650	2R	24848994	24850200	1	protein_coding
FBgn0031855	CG11221	2L	6742502	6756133	1	protein_coding
FBgn0267442	lncRNA:CR45792	X	4985671	4986397	1	ncRNA
FBgn0016041	Tom40	X	7736893	7739978	1	protein_coding
FBgn0265817	lncRNA:CR44606	2L	20947135	20948170	-1	ncRNA
FBgn0013433	beat-Ia	2L	16049965	16081684	1	protein_coding
FBgn0264373	lncRNA:CR43825	2L	16001785	16002401	1	ncRNA
FBgn0267736	asRNA:CR46067	3L	14053100	14054304	-1	ncRNA
FBgn0031265	CG2794	2L	564163	566472	1	protein_coding
FBgn0051547	NKCC	3R	5489505	5502702	-1	protein_coding
FBgn0040279	Osi14	3R	6299128	6300738	1	protein_coding
FBgn0039683	dmrt99B	3R	29692591	29697025	1	protein_coding
FBgn0037563	CG11672	3R	8289395	8290578	-1	protein_coding
FBgn0265598	Bx	X	18515428	18572809	1	protein_coding
FBgn0259978	vlc	2R	5702112	5705439	1	protein_coding
FBgn0263994	CG43737	X	15175441	15189931	1	protein_coding
FBgn0033474	CG1407	2R	10028443	10032893	-1	protein_coding
FBgn0031060	CG14231	X	19699820	19701755	-1	protein_coding
FBgn0250814	UQCR-C2	3L	16584124	16586111	1	protein_coding
FBgn0051624	CG31624	2L	21199045	21200375	-1	protein_coding
FBgn0263765	lncRNA:CR43682	2L	15277797	15279497	1	ncRNA
FBgn0025525	bab2	3L	1140429	1177276	-1	protein_coding
FBgn0033826	CG4734	2R	13297202	13298467	-1	protein_coding
FBgn0034317	CG14499	2R	18187707	18188573	1	protein_coding
FBgn0035782	CG14835	3L	7436808	7437466	-1	protein_coding
FBgn0262334	mir-992	2R	20585314	20585405	-1	pre_miRNA
FBgn0033061	SmydA-5	2R	6078641	6080572	-1	protein_coding
FBgn0267727	Pen	2L	10056900	10060095	1	protein_coding
FBgn0025549	unc-119	X	7288367	7291298	-1	protein_coding
FBgn0085784	CR41379	2R	1806864	1807342	-1	pseudogene
FBgn0002643	mam	2R	13991203	14060356	1	protein_coding
FBgn0034451	TBCB	2R	19485494	19486837	-1	protein_coding
FBgn0020371	Tim17b2	2L	15484729	15485545	1	protein_coding
FBgn0266010	lncRNA:CR44783	2R	23290677	23291377	-1	ncRNA
FBgn0085442	NKAIN	2R	24881570	24888615	1	protein_coding
FBgn0267306	lncRNA:CR45742	3L	5334846	5335103	1	ncRNA
FBgn0058298	CG40298	3L	23726829	23727989	1	protein_coding
FBgn0053477	CG33477	2R	10409155	10409751	-1	protein_coding
FBgn0039210	CG13625	3R	24583067	24585160	-1	protein_coding
FBgn0265299	lncRNA:CR44272	2R	7992196	7992567	-1	ncRNA
FBgn0053319	CR33319	2L	20928824	20929525	1	pseudogene
FBgn0029995	CG2256	X	8084018	8087213	-1	protein_coding
FBgn0037815	Rrp46	3R	10413301	10414242	1	protein_coding
FBgn0005664	Crys	2L	11944129	11947131	1	protein_coding
FBgn0053774	CG33774	2R	9399753	9400329	-1	protein_coding
FBgn0031178	CG10918	X	21428614	21429256	-1	protein_coding
FBgn0262107	asRNA:CR42860	3L	2088166	2089626	1	ncRNA
FBgn0039404	CG14543	3R	26056630	26057350	1	protein_coding
FBgn0010300	brat	2L	19133816	19179758	1	protein_coding
FBgn0261722	fwe	3L	15810081	15816410	-1	protein_coding
FBgn0053095	CG33095	3R	25097672	25102146	1	protein_coding
FBgn0028540	CG9008	2L	13774340	13780165	-1	protein_coding
FBgn0051475	CG31475	3R	19180659	19201096	1	protein_coding
FBgn0036080	Or67d	3L	10273204	10274624	1	protein_coding
FBgn0259198	CG42302	X	18724914	18725672	-1	protein_coding
FBgn0002930	nec	2R	7156477	7158241	-1	protein_coding
FBgn0036279	Ncc69	3L	12368646	12391444	-1	protein_coding
FBgn0265202	lncRNA:CR44262	3R	30183845	30184398	-1	ncRNA
FBgn0039407	CG14544	3R	26059496	26061293	1	protein_coding
FBgn0013995	Calx	3R	20978183	21015613	1	protein_coding
FBgn0030662	CG9220	X	15585289	15593534	-1	protein_coding
FBgn0262789	CR43170	3L	27170036	27170567	1	pseudogene
FBgn0038866	CG5810	3R	21163778	21165161	1	protein_coding
FBgn0013750	Arf51F	2R	15322501	15325490	1	protein_coding
FBgn0033969	CG10202	2R	14817857	14819987	-1	protein_coding
FBgn0284253	LeuRS	2L	3510328	3514656	-1	protein_coding
FBgn0011884	tRNA:Ile-AAT-1-6	2R	13431777	13431850	1	tRNA
FBgn0263086	CG43354	2L	18309187	18309446	-1	protein_coding
FBgn0025645	CG3598	X	2937027	2938073	1	protein_coding
FBgn0029903	pod1	X	6803684	6813830	1	protein_coding
FBgn0039736	CG7912	3R	30006034	30009189	-1	protein_coding
FBgn0051944	tRNA:Gln-CTG-2-3	2L	2009538	2009609	1	tRNA
FBgn0035550	CG11349	3L	4473068	4475095	1	protein_coding
FBgn0033778	Balat	2R	12872787	12875012	-1	protein_coding
FBgn0033846	mip120	2R	13506430	13513112	1	protein_coding
FBgn0031728	Hsp60C	2L	5662849	5670838	1	protein_coding
FBgn0087012	5-HT2A	3R	4612870	4633304	1	protein_coding
FBgn0032524	Hacd2	2L	13444103	13445651	-1	protein_coding
FBgn0033885	DJ-1alpha	2R	13942534	13943377	-1	protein_coding
FBgn0030703	MSBP	X	15887567	15890109	-1	protein_coding
FBgn0266538	CG45099	3R	22032150	22034286	-1	protein_coding
FBgn0085273	CG34244	3L	14235053	14235941	-1	protein_coding
FBgn0265926	lncRNA:CR44715	3L	11247404	11248097	-1	ncRNA
FBgn0001233	Hsp83	3L	3192969	3197059	1	protein_coding
FBgn0266864	lncRNA:CR45325	2R	23720320	23721007	-1	ncRNA
FBgn0263270	CG43396	2R	10360213	10360840	1	protein_coding
FBgn0260721	CR42548	3L	17885254	17885528	-1	pseudogene
FBgn0039070	CG17083	3R	23286093	23288051	-1	protein_coding
FBgn0266218	lncRNA:CR44913	2L	6619080	6619446	1	ncRNA
FBgn0005649	Rox8	3R	24043056	24048265	-1	protein_coding
FBgn0265581	lncRNA:CR44408	2L	16982483	16983085	1	ncRNA
FBgn0085520	CR40801	Y	3267088	3268196	-1	pseudogene
FBgn0032036	CG13384	2L	8384455	8388804	1	protein_coding
FBgn0034072	Dg	2R	16081176	16098564	-1	protein_coding
FBgn0267246	asRNA:CR45686	3L	1806043	1806932	-1	ncRNA
FBgn0039459	IntS12	3R	26863376	26864559	1	protein_coding
FBgn0262006	CG42824	3R	17406048	17406511	-1	protein_coding
FBgn0039677	ppk30	3R	29669149	29671478	1	protein_coding
FBgn0033657	Sln	2R	11845324	11852324	1	protein_coding
FBgn0033762	ZnT49B	2R	12652805	12655743	1	protein_coding
FBgn0264391	lncRNA:CR43839	2L	19470844	19471627	-1	ncRNA
FBgn0086706	pix	3L	8972056	8974765	-1	protein_coding
FBgn0051729	CG31729	2L	13289997	13301668	1	protein_coding
FBgn0045474	Gr77a	3L	20737569	20739430	-1	protein_coding
FBgn0003074	Pgi	2R	8910900	8914069	-1	protein_coding
FBgn0266675	lncRNA:CR45165	3L	17529868	17530202	-1	ncRNA
FBgn0014000	Hf	2L	19966727	19967685	-1	protein_coding
FBgn0025716	Bap55	2R	17429353	17430963	-1	protein_coding
FBgn0266638	asRNA:CR45145	2R	17040195	17043298	-1	ncRNA
FBgn0033656	S2P	2R	11842103	11844240	-1	protein_coding
FBgn0035210	msd5	3L	1332307	1333146	-1	protein_coding
FBgn0262407	mir-308	2R	14215802	14215864	-1	pre_miRNA
FBgn0054010	Glyat	2L	8009603	8010652	-1	protein_coding
FBgn0034650	NC2alpha	2R	21670152	21671593	1	protein_coding
FBgn0005612	Sox14	2R	23978801	23985177	1	protein_coding
FBgn0036305	CG10984	3L	12750119	12753402	1	protein_coding
FBgn0039833	CG15564	3R	31232415	31235362	-1	protein_coding
FBgn0039943	CG17168	X	23082738	23084576	1	protein_coding
FBgn0265752	lncRNA:CR44559	3L	13343550	13344250	-1	ncRNA
FBgn0267619	lncRNA:CR45957	3L	21767229	21767915	1	ncRNA
FBgn0039714	Zip99C	3R	29863701	29868895	-1	protein_coding
FBgn0261119	Prp19	2R	18447361	18451041	-1	protein_coding
FBgn0053369	5SrRNA:CR33369	2R	19760215	19760349	-1	rRNA
FBgn0261067	LSm1	2R	21169969	21170672	-1	protein_coding
FBgn0029810	CG12239	X	5792140	5794543	1	protein_coding
FBgn0030120	CG17440	X	9268438	9269925	-1	protein_coding
FBgn0262447	mir-14	2R	9553762	9553824	1	pre_miRNA
FBgn0032110	CG3748	2L	9342832	9344777	1	protein_coding
FBgn0052413	CG32413	3L	5902887	5904052	-1	protein_coding
FBgn0050147	Hil	2R	20606881	20618217	-1	protein_coding
FBgn0265082	Cdep	3R	4910552	4945576	1	protein_coding
FBgn0034807	CG9897	2R	22985420	22986339	-1	protein_coding
FBgn0261699	lncRNA:CR42735	2L	6271024	6271468	1	ncRNA
FBgn0029118	ScsbetaG	3L	5561701	5563691	-1	protein_coding
FBgn0003510	Sry-alpha	3R	30039719	30043071	1	protein_coding
FBgn0086265	psd	2L	5963087	5964951	-1	protein_coding
FBgn0263462	snoRNA:Dek-a	2R	16857413	16857578	1	snoRNA
FBgn0029084	gom	2R	22139935	22141364	1	protein_coding
FBgn0005322	nmd	2L	10302173	10303947	-1	protein_coding
FBgn0045035	tefu	3R	15232212	15242236	-1	protein_coding
FBgn0040608	CG14246	3R	26727314	26730117	1	protein_coding
FBgn0266970	lncRNA:CR45421	3L	6154714	6155203	-1	ncRNA
FBgn0034856	yellow-d2	2R	23381197	23382591	1	protein_coding
FBgn0053892	His2B:CG33892	2L	21477461	21478055	-1	protein_coding
FBgn0039128	CG13599	3R	23931639	23932728	1	protein_coding
FBgn0034360	CG10927	2R	18613090	18614255	1	protein_coding
FBgn0035632	Ppat-Dpck	3L	5767017	5768794	-1	protein_coding
FBgn0011953	tRNA:Arg-TCG-1-1	X	14103719	14103791	-1	tRNA
FBgn0036580	PDCD-5	3L	16231081	16232038	-1	protein_coding
FBgn0038331	Ccm3	3R	15371957	15374237	1	protein_coding
FBgn0039192	CG17784	3R	24364081	24364980	-1	protein_coding
FBgn0031168	CG1722	X	21249976	21251148	-1	protein_coding
FBgn0011603	ine	2L	4468000	4477022	-1	protein_coding
FBgn0052057	dpr10	3L	10147454	10186108	-1	protein_coding
FBgn0035645	CG5592	3L	5897638	5899395	1	protein_coding
FBgn0085339	CG34310	2L	6663664	6674780	1	protein_coding
FBgn0053429	5SrRNA:CR33429	2R	19738086	19738220	-1	rRNA
FBgn0046692	Stlk	2R	4546691	4565281	1	protein_coding
FBgn0031440	CG15395	2L	2609994	2611283	1	protein_coding
FBgn0029506	Tsp42Ee	2R	7012254	7018362	1	protein_coding
FBgn0039265	CG11790	3R	25047706	25049455	1	protein_coding
FBgn0265099	lncRNA:CR44204	2R	7431696	7432496	-1	ncRNA
FBgn0061476	Zwilch	3R	31210966	31213376	-1	protein_coding
FBgn0262357	CG43055	2L	4411155	4411824	1	protein_coding
FBgn0261397	didum	2R	7500147	7508625	1	protein_coding
FBgn0264862	asRNA:CR44053	X	16806047	16809230	-1	ncRNA
FBgn0039038	CG6688	3R	23012412	23015475	1	protein_coding
FBgn0038747	RhoGAP92B	3R	19905164	19914272	1	protein_coding
FBgn0045485	Gr36c	2L	17180338	17181632	1	protein_coding
FBgn0029990	CG2233	X	8035741	8037517	-1	protein_coding
FBgn0266989	lncRNA:CR45440	3L	5984120	5984340	-1	ncRNA
FBgn0030605	ND-B18	X	15063733	15064926	1	protein_coding
FBgn0267070	lncRNA:CR45514	X	18666067	18666717	1	ncRNA
FBgn0036690	Ilp8	3L	17029812	17032080	-1	protein_coding
FBgn0036759	CG5577	3L	17838650	17841427	-1	protein_coding
FBgn0014861	Mcm2	3R	8264970	8267924	1	protein_coding
FBgn0053901	His4:CG33901	2L	21453790	21454202	-1	protein_coding
FBgn0037995	CG3809	3R	12197941	12199473	1	protein_coding
FBgn0036486	Msh6	3L	15154233	15158562	-1	protein_coding
FBgn0265176	lncRNA:CR44241	2R	15294595	15295088	-1	ncRNA
FBgn0015380	drl	2L	19190342	19208621	1	protein_coding
FBgn0284081	CG46303	3R	5821972	5822435	1	protein_coding
FBgn0020633	Mcm7	3L	8891596	8894310	1	protein_coding
FBgn0051848	CG31848	2L	13264996	13265876	-1	protein_coding
FBgn0038398	sxe2	3R	16083878	16087222	1	protein_coding
FBgn0037554	DNApol-iota	3R	8233507	8237389	1	protein_coding
FBgn0015614	CanB2	2R	7786010	7789053	1	protein_coding
FBgn0051845	asRNA:CR31845	2L	13777195	13778124	1	ncRNA
FBgn0031255	BBS8	2L	422873	425321	1	protein_coding
FBgn0027609	morgue	2L	4442870	4444680	-1	protein_coding
FBgn0037828	tomboy20	3R	10735277	10735957	-1	protein_coding
FBgn0035461	ntc	3L	3803832	3806459	-1	protein_coding
FBgn0014466	Cp7Fc	X	8477117	8478320	1	protein_coding
FBgn0037396	CG11459	3R	6025826	6027238	-1	protein_coding
FBgn0034970	yki	2R	24065975	24068485	-1	protein_coding
FBgn0036765	CG7408	3L	17879096	17883653	1	protein_coding
FBgn0265063	CG44174	3R	19297246	19297695	-1	protein_coding
FBgn0083946	lobo	3R	25169565	25193776	-1	protein_coding
FBgn0266064	GlyS	3R	15141843	15147531	-1	protein_coding
FBgn0264470	lncRNA:CR43878	3L	21884511	21887039	-1	ncRNA
FBgn0029155	Men-b	3R	27151662	27157603	1	protein_coding
FBgn0085428	Nox	2R	16307269	16316485	1	protein_coding
FBgn0267889	CR46177	Y	3188367	3188632	-1	pseudogene
FBgn0003655	swa	X	6363418	6365708	-1	protein_coding
FBgn0010808	Chchd3	3R	31052616	31053915	-1	protein_coding
FBgn0082972	snoRNA:Psi28S-3316a	2R	21326739	21326870	1	snoRNA
FBgn0033110	CG9447	2R	6872996	6875819	-1	protein_coding
FBgn0001990	wek	2L	15766133	15768349	-1	protein_coding
FBgn0052483	CG32483	3L	688523	690081	-1	protein_coding
FBgn0033212	LRR	2R	7676540	7698902	-1	protein_coding
FBgn0033807	AQP	2R	13212405	13214496	-1	protein_coding
